"","AL0002_S124","AL0003_S134","AL0004_S144","CH0001_S154","CH0002_S83","CH0006_S93","CH0012_S103","CH0016_S114","CH0018_S125","CH0019_S135","CH0020_S145","CH0022_S155","CH0023_S84","CH0030_S94","CH0035_S104","CH0038_S115","CH0039_S126","CH0050_S136","CH0055_S146","DU0002_S32","DU0004_S42","DU0005_S52","DU0007_S62","DU0010_S72","DU0012_S82","DU0013_S11","DU0017_S22","DU0019_S112","DU0034_S123","DU0038_S133","DU0047_S143","DU0058_S153","DU0059_S163","DU0063_S92","DU0064_S102","DU0071_S113","DU0074_S29","DU0076_S26","DU0077_S3","DU0083_S1","DU0087_S4","DU0089_S14","DU0099_S24","IT103_S55","IT11_S34","IT148_S66","IT173_S76","IT197_S5","IT202_S15","IT222_S25","IT226_S35","IT230_S45","IT236_S56","IT254_S67","IT257_S77","IT261_S6","IT271_S16","IT309_S26","IT311_S36","IT315_S46","IT323_S57","IT337_S68","IT338_S78","IT339_S7","IT361_S17","IT381_S27","IT52_S44","IT85_S58","KL0002_S156","KL0003_S85","KL0004_S95","KL0006_S105","KL0007_S116","KL0008_S127","KL0009_S137","KL0010_S147","KL0011_S157","KL0012_S10","KL0013_S86","KL0014_S96","KL0016_S106","KL0017_S117","KL0018_S128","KL0019_S138","KL0020_S37","KL0021_S148","KL0022_S158","KL0023_S87","KL0024_S97","KL0025_S107","KL0026_S118","KL0027_S129","KL0028_S139","KL0029_S149","KL0031_S159","KL0035_S88","KL0036_S98","KL0037_S108","KL0039_S119","KL0040_S130","KL0041_S140","KL0042_S150","KL0043_S160","SBE0003_S40","SBE0004_S51","SBE0006_S62","SBE0007_S72","SBE0008_S1","SBE0009_S11","SBE0010_S21","SBE0011_S31","SBE0012_S41","SBE0015_S52","SBE0018_S63","SG0001_S89","SG0002_S99","SG0003_S109","SG0006_S120","SG0012_S131","SG0024_S141","SG0025_S151","SG0028_S161","SG0031_S90","TBE0001_S73","TBE0002_S2","TBE0003_S12","TBE0004_S22","TBE0005_S32","TBE0006_S42","TBE0007_S53","TBE0008_S64","TBE0009_S74","TBE0010_S3","TBE0011_S13","TBE0012_S23","TBE0013_S33","TBE0014_S43","TBE0015_S133","TBE0016_S142","TBS002_S63","TBS006_S66","TBS011_S40","TBS035_S33","TBS150_S43","TBS153_S71","TBS160_S28","TBS165_S41","TBS277_S78","TBS349_S69","TBS365_S81","TBS385_S73","TBS387_S47","TBS396_S4","TBS425_S56","TBS435_S44","TBS442_S70","TBS461_S37","TBS466_S7","TBS467_S17","TBS468_S59","TBS469_S60","TBS479_S75","TBS480_S80","TBS488_S21","TBS516_S25","TBS524_S49","TBS556_S34","TBS559_S20","TBS587_S9","TBS596_S14","TBS656_S45","TBS663_S5","TBS664_S8","TBS668_S51","TBS670_S12","TBS671_S67","TBS672_S48","TH0007_S20","TH0008_S30","TH0016_S54","TH0017_S65","TH0019_S75","TT0003_S100","TT0005_S110","TT0006_S121","TT0009_S132","TT0010_S142","TT0011_S152","TT0012_C1","TT0014_S162","TT0015_S91","TT0016_C1","TT0017_S101","TT0018_S111","TT0019_S122","TT0021_S48","TT0025_S1","TT0029_S64","TT0030_S59","TT0031_S69","TT0033_S79","TT0034_S8","TT0038_S18","TT0040_S47","TT0042_S28","TT0043_S38","TT0045_S49","TT0048_S60","TT0049_S70","TT0051_S80","TT0053_S9","TT0059_S19","TT0060_S29","TT0061_S39","TT0062_S50","TT0063_S61","TT0065_S71","TT0067_S81","TT0069_S10","TTS1106_S54","TTS1108_S15","TTS1111_S53","TTS1115_S50","TTS1116_S57","TTS1118_S65","TTS1120_S38","TTS1122_S79","TTS1123_S10","TTS1131_S31","TTS1134_S35","TTS1141_S18","TTS1146_S76","TTS1149_S46","TTS1160_S6","TTS1170_S27","TTS1188_S58","TTS1189_S61","TTS1194_S68","TTS1200_S77","TTS1203_S39","TTS1204_S2","TTS1205_S19","TTS1210_S64","TTS1212_S36","TTS1214_S16","TTS1223_S23","TTS1263_S30","TTS1272_S24","TTS1301_S13","TTS1320_S74","TTS1330_S55"
"k141_4347422.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9126424995308,0,0,0,0,32.1676041789478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83784168695795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27089447963661,0,0,0,0,0,0,0,0
"k141_2095075.concoct_part_0",0,0,0,13.8276414761348,5.78527213624965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2943483605086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.977234028179,0,44.2506632340174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62719700926446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5248736040366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_277222.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19709343789454,0,0,0,0.549695359386171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94760083501584,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46019390269857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05773786243403,0,0,0,0.400221397318055,0,0,1.85468049741718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33842489535093,0,0,0,0,0,0,0,2.43763268675084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39523525765501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30541499521689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02677494465339,0,0.910844956410768,0,0,0,0,0,220.911368725984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_1377777.concoct_part_0",0,0,0,0,0.547451914787806,0,0,0,0,0,0,0,0,0,0,0,0,0.917346030795914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595330897446208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99833612589128,0,0,0,0,0,0,0,0,0,0,6.0169528988574,0,2.37363471910783,0,0,0,0,0,17.7685549343795,0,0,0.885073888346224,4.90919766424456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53249550000751,0,0,0,0,0,0,0,0,0,0,0,0,3.63665408408082,0,0,0,0,0,1.34031712160861,0,0,0,0,0,0,0,0,0,0,0,0,1.73088671528849,0,0,0,0,0,0,3.46565419917955,0,255.454308282355,0,0,0.624030158590452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.367903566564,0,0.267220350009056,0,0,17.4679584653941,2.3757979300571,0,0,0,0,0,0,0,0,0,0,0.758082361736802,0,0,0,0,28.8502620306042,0,0.582622072015827,0,0,0,0,0,0,0,0,218.10240118591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_630382.concoct_part_0",0,0,0,6.56443375655229,2.74645793844043,0,10.2961412815638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47998598175629,0,0,0,0,0,0,0,2.230401733155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0743448751617,15.6756040418409,0,0,0,6.3971463764313,0,0,37.5331892400039,0,0,8.88048115676797,8.20949111823742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0454342137196,0,0,34.4552374674696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7655497741093,0,0,0,0,0,0,16.6967244583302,7.14429652254029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53210471332637,0,27.6048818981643,0,0,0,0,0,0,0,0,0,0,0,3.800016081482,7.60629843149135,0,0,0,0,0,5.16584723368243,0,0,0,0,0,0,0,0,0,0,0,0,18.197977018369,0,6.44431657019788,0,0,4.40211127101342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1626022324,0,11.3746613292344,0,3.35297162600848,0,0,0,0,0,0
"k141_4348903.concoct_part_0",0,0,0,0,0,0,102.793760181022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38659905447781,16.7486154708275,0,112.401532355427,0,0,0,17.5689694757596,0,0,0,0,0,0,0,0,46.321808308044,7.41711527807008,60.7415789657426,15.3587847053276,0,0,46.9376802265086,0,0,72.6876944969157,0,75.0469809531552,30.105894947974,0,0,0,53.2666131977763,0,0,0,0,0,14.5582133670587,5.52961199496075,0,0,0,0,16.8524320991203,0,0,20.1032887646343,0,0,36.2539106723321,12.1997932463256,0,1.39229568555261,0,0,0,0,0,76.0959184439406,0,0,0,0,134.877566787242,0,0,81.0493734736228,0,0,0,0,0,0,0,0,19.5663683106438,16.325605395475,37.2765269588847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5130745986668,86.6197627634791,0,0,0,89.1815435873188,0,103.736447575058,0,0,0,0,0,0,0,0,135.701098515689,0,0,8.15958212501299,0,0,0,167.16387552095,0,0,0,0,0,0,0,101.282831655704,0,0,0,0,0,245.17308139076,0,0,0,0,0,0,0,0,0,145.454109043947,0,0,0,0,0,0,0,7.5876718615407,0,0,93.2631438825714,0,0,0,44.4084227202516,146.252292373791,0,0,12.6838355910442,0,0,0,0,39.7028563367686,0,0,0,0,44.0807752705009,0,0,2.71454910228017,64.432740610567,0,19.2623465401138,19.3886342060395,90.2465003306924,0,0,0,0,0,109.426443341246,0,0,0,69.2429369047538,0,0,0,0,20.7806731407257,0,0,0,0,0,0,89.862282818688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1663846784213,0,0,0,0,0,0,0
"k141_3947725.concoct_part_0",0,0,0,39.5168394931594,27.555394609051,0,61.9811209179057,0,0,0,0,0,45.9224212282638,0,47.5065607633125,0,0,0,0,0,0,85.5879296376596,0,89.208665360224,0,0,56.4805949806546,177.901021655104,61.5187802530443,0,0,48.0072193763087,215.750382790851,110.771029570789,72.1239945873558,0,77.6596361978311,57.6722790935703,14.8874741026025,0,0,14.2137232113162,29.3694310633894,0,0,16.4049901139813,0,0,0,0,0,0,0,0,0,0,0,189.440796867678,101.345375587211,0,0,0,0,19.3693045124878,52.8622702955147,15.7274374772854,0,0,0,127.296270993007,0,0,18.8286488201561,0,0,62.3689194061922,152.377782179809,0,0,0,51.1399479413452,0,18.4691288135684,0,15.3440123241412,12.8380440659614,0,0,0,0,41.9709752309246,9.10688027631975,0,0,25.3459537331516,0,0,0,0,0,0,0,0,63.41344775716,0,58.5750444992739,10.3707504652754,0,0,90.2284668172967,31.7960557704635,0,0,65.7329600001859,0,40.9964580641281,0,0,1.10143046051707,279.497524342065,0,36.9825783308376,0,0,130.683440430997,0,0,0,4.47043474302182,0,23.9582283266809,46.5173123981965,67.2540781501406,0,176.665965983851,0,11.5169548738851,208.666117698362,0,138.267132480696,49.4804617871422,58.7660561894187,53.5157444786909,0,25.4396333256348,0,55.2624854992789,0,91.0306321815407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3929886348433,0,0,0,0,0,0,0,0,0,99.1772581790784,0,0,0,0,21.1360987473721,0,55.3923221028541,81.159749887386,0,25.5866815224448,0,0,6.97400605068235,13.7025214702303,0,0,18.2298017479263,0,37.4903830957673,34.3415234353945,58.4602881766796,11.8536033756227,0,95.2421316458751,0,124.390290800543,20.5279522604159,0,0,0,0,0,0,0,0,0,61.8854200209493,16.887840979417,14.9384871900301,77.1432762105136,17.241668122618,18.7010234953913,0,0,67.1617259288627,0,44.8992921475087,0,0,0,0,20.5645836705652,4.15372745999453,59.7412037172925,25.4097233193042,21.9838597705921,0,0,0,0,1.15195093884706,0,209.248850748142,42.7470097649021,0,0,34.0766818142871,19.781273433915,0,215.299754580807,0,42.1020368335193,0,0,0,0
"k141_3585394.concoct_part_0",0,0,0,0,0,0,9.7397480498647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4493351916701,0,16.8219595568289,0,0,4.33449392559824,0,3.41191608666427,0,0,0,9.88841465787894,0,0,77.1214573227802,0,3.50812421910159,11.6971300866184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.544701927476,0,0,0,0,0,7.26845591202018,0,0,0,57.2319286604984,2.01715031682505,0,0,0,0,0,4.2002943949189,7.76585838545236,0,0,0,0.945430594985474,0,4.17923891178721,0,0,0,0,0,9.68085385140913,0,0,0,8.09853131930443,0,4.34495712339826,0,0,0,0,0,0,0,0,13.2864329219656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.076952792272,12.6998739733035,0,0,0,0,4.10713380215655,0,1.30290861490337,0,4.2149197135106,0,0,0,0,0,40.9594261366112,0,5.92291877977649,3.00365593155274,0,19.5546371636396,0,0,0,0,23.9855893604252,0,0,0,21.4569067759142,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1592118433704,0,11.4385473691372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34793389651583,0,0,0,0,0,0,0,9.86309294561816,0,0,0,0,0,10.7840009786989,0,0,0,0,0,0,0,0,0,0,0,0,11.8609124699624,0,0,0,0,0,0,3.12992298993186,0,8.12809615186404,0,0,0,9.04614104774993,13.1372000003093,0,0,0,0,15.3466187817423,0,0,0,23.9573889095606,5.1818340526478,0,0,0,0,0,22.6270966338317,0,0,0,13.0011964848179,0,5.73865917180216,0,25.3742430004478,0,0,0,0,0,0
"k141_631204.concoct_part_0",0,0,0,5.33930127869498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2009448683317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1031611934316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0647079423651,0,0,0,0,0,0,2.96787851083771,0,4.35477750596254,0,0,25.7766648461976,0,0,4.4407407308238,0,0,0,11.8591063598211,0.446457951217259,0,0,0,2.13977367009134,0,0,0,0,0,0,0,9.71131806950735,0,0,0,2.34788343693097,0,0,0,0,0,0,5.95511337028243,0,0,0,0,0,0,0,284.201239802773,0,44.3810415409795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4251320065174,0,0,0,0,0,0,0,0,0,0.616785809025118,0,0,0,0,0,0,0,0
"k141_631285.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218129196876282,18.9204097172802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5521971309073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7421334080026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19427087797538,0,0,0,0,0,0,0,0,0,0,0,2.88187192254229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1633885139383,0,375.74124625438,0,0,10.550489077411,0,0,0,0,25.1857545084748,0,0,10.05679435423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3537366590646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7457674244714,0,0,328.92475404137,0,0,0,0,0,0,0,0,0,0.325556001087516,0,0,0,0,0,0,8.82251677895008,0
"k141_3585527.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97629881343621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2817865721321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60499760261653,0,0,0,0,0,0,1.62835045935783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22646222592576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7130631014094,0
"k141_3250887.concoct_part_0",0,0,0,12.875524883392,1.79564040804395,0,40.3898426551631,0,0,0,0,0,8.55006603063807,0,0,0,0,0,0,0,0,6.97164507524981,0,4.65060831945766,0,0,8.55940434072285,0,1.17907527986914,0,0,0,34.1719578795373,0,4.94730746854272,0,16.8689026606566,0,9.70138531914189,0,2.91648338914567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5882881687919,0,0,0,0,25.0948125633007,0,0,36.8089259435641,0,0,5.8060786530816,32.2043030954027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50151158649944,0,0,0,0,0,0,0,0,0,0,19.0851407316303,4.50538242726345,0,0,4.89976292215675,0,0,21.5743293264678,0,0,0,0,0,0,68.0259009087291,0,0,0,0,11.3546050119239,0,0,0,0,0,0,7.57822261311126,0,0,162.30587632053,0,0.682272261931544,6.74693819927031,0,0,21.4958795677426,3.82947537541129,0,0,16.5776735239811,0,0,0,0,0,0,0,0,0,0,18.5021270462845,0,0,0,7.6710160194887,0,27.7044829197804,0,0,2.25879084579508,0,0,0,0,0,0,0,0,0,19.88572695636,0,0,0,0,4.25719747967595,0,36.0962683621306,17.6291827755405,0,0,0,0,0,0,0,0,0,0,0.414076517224983,0,0,0,0,0,0,1.12581419929429,0,9.54938970460172,0,0,0,0,0,0,0,0,20.1637397023319,0,2.16325063781436,8.37837054763104,0,0,0,0,12.5045059921616,9.07979409435324,14.6292557984554,13.2795786776262,0,0,0,0,0,9.73255155133221,0,7.16286365862473,0,0,0,0,0.750665952429704,0,20.9779216944891,0,0,0,0,2.97471171500065,0,13.1530825673693,0,0,0,0,0,0
"k141_4350537.concoct_part_0",0,0,0,24.5519058397406,3.4240463685636,0,6.41816950333045,0,0,0,0,0,0,0,0,0,0,22.9502190831168,0,0,0,0,0,0,0,0,15.9135995649036,0,10.1175256777252,0,0,11.0230213481422,26.0645433818449,5.98454805745355,14.1507816063387,0,16.0833718817326,15.0262904595459,1.54160381180427,0,2.78067209694243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4908066305809,0,0,0,0,0,14.36901093293,0,0,0,0,9.96926145891916,0,0,0,0,0,0,12.7936049273332,0,0,0,0,0,6.42595151175259,0,1.19165889345525,0,0,0,0,0,0,0,0,0,2.86318200018126,0,0,0,0,0,0,0,0,8.75531668285712,0,15.9218559873003,7.51726709101133,0,0,12.8468907957607,0,0,0,20.4200217577037,0,25.4711963573805,0,0,0,23.0141831584652,0,0,0,0,13.5323217706155,0,0,0,0,0,14.8853039237994,3.61266452658753,0,0,28.7902904929939,0,1.30100205496222,18.308610078736,0,0,0,9.12787242502829,0,0,0,0,0,0,14.1393867685202,0,0,0,0,0,0,17.6405422376701,0,0,0,0,0,26.41437386613,29.2043648239822,0,15.0752433248039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77523932416682,0,17.2076903663979,8.40412409312633,0,3.97426643645959,0,0,4.33296645375131,4.25670449888021,0,0,0,0,3.94794299783034,2.37071885919252,60.5358588510265,0,0,45.023818648287,0,15.0274409199729,7.28803730900836,0,0,0,0,0,0,0,0,0,0,1.7487425904212,0.687504994273871,0,0,0,0,2.74408591891372,11.9222111903194,0,27.8960364041124,0,0,0,0,0,0,0,31.5742423913943,0,0,8.21070751602264,0,0,0.357854921412298,0,20.0010470571536,0,0,0,0,1.41809445806121,0,8.36039042087092,0,0,0,0,0,0
"k141_1752889.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58427814883486,0,0,0,0,2.05332251018919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33465515604287,0,0,0,0,0,0,0,0,0,0,19.9940499868617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6441743005004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69837366893559,0,0,0,0,0,0,0,0,1.08351651500541,0,0,0,0,0,0,0,5.43767005988163,0,0,0,0,0,0,0,0,0,5.14983644853996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1408772806338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0789490479876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49688813577535,0,0,0,0,0,0,0,0
"k141_1008547.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96743206795014,0,0,0,2.17790391011108,0,0,0,0,0,0,0,0,0,39.5490981848501,6.80993581279737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19530406595416,0,0,0,0,0,1.53215713837893,0,0,0,8.44495947574691,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02779177274949,0,0,0,0,0,2.63140257662098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08785314660093,0,0,0,0,0,0,31.6611221111164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7063472878294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89923566041813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4035475703138,0,0,0,0,29.1404221931255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3848301505812,0,0,0,0,0,0,2.88939380460223,0,0,15.2922956150033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_632612.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10474380034189,0,5.81407154236462,0.810839262902907,0,0.46362033405282,0,0,0,0,0,0,0,0,0,0,1.72619421865943,0,0,0.845997163562383,0.564161258670231,0,1.017607415179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0016086254978,1.78797508463004,0,0,0,0,0,0,0,0,0,0,1.8727655454579,0,0,0,14.1356338055423,0,0,0,0,0,0,5.92892521143355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2040725652307,0,0,2.35799932030991,0,0,0,0,0,0,0,6.7848805317798,0,0,0,0.751297300797289,0,0,0,0,0,1.98090109128773,0,12.8822509904546,0,1.52466527675565,0,0,5.28832466776927,0,0,0,0,0.47611127530945,2.53519967907977,0,0,10.0003387757278,0,0,0,0,0,5.02601634017718,0,0,0,0,0,0,0,0,0,0,8.9756720662614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93844624054056,0,0,0,0,0,0,6.29728091068523,0,0,0,0,0,0,0,0,0,0,0,0.288955758121474,0,0,0,0,1.88306259859365,0,10.2131762248551,2.66711088153938,0,0,0,0,0,0,0,0,0,0,1.27993043783097,1.00639004637039,5.84669333493729,18.6211449970557,0,0,0,4.36302091351918,0,0,0,0,0,7.40178804897172,0,4.24995177745009,0,0,0,0,3.00476883317448,0,0,0,0,0,0,0,4.1803823210076,7.74802101598654,1.38389893823064,0,5.3542061888537,0,0,16.2235828229675,0,4.68793063333398,0
